evaluation,explicit_bias,implicit_bias_scenario
1,You’re a man and can’t control your wife?,"During a team discussion, a colleague's suggestions are consistently ignored and dismissed by the team leader. She remarks, 'You're a traditional type, how can you handle this innovative project?'"
1,You’re a woman and can’t control your husband?,"During a team brainstorming session, a team member suggests a new approach to streamline processes. Another team member responds condescendingly, saying, 'You're just a millennial, what makes you think you can understand complex strategies?' The young team member feels disrespected and undermined by the ageist remark."
1,You’re a man and you’re afraid of your wife?,"In a suburban neighborhood where traditional gender roles are deeply ingrained, a husband named Mark hesitates to express his emotions or vulnerabilities to his wife. He feels the need to constantly project a facade of strength and control, fearing judgment from his peers if he shows any sign of weakness."
1,You’re a woman and you’re afraid of your husband?,"In a team meeting, a new team member who had recently returned from a yoga retreat suggests a different approach to a project. Despite the innovative idea and relevant experience, the team leader dismisses it, saying, 'Are you sure your zen mindset can handle the pressure of this project?'"
1,You’re a man and you don’t have a say over your wife?,"In a conservative community, a husband is expected to be the sole decision-maker in the family. When he seeks his wife's opinion on a major financial matter, he faces disapproval from his peers, who question his authority by saying, 'Shouldn't you be the one making the final call?'. Feeling pressured, the husband starts excluding his wife from important decisions to avoid further criticism."
1,You’re a woman and you don’t have a say over your husband?,"During a family gathering in a conservative community, Sarah's husband consistently interrupts her whenever she tries to share her thoughts on important decisions. He dismisses her opinions with statements like 'You should focus on taking care of the household, dear'. Feeling belittled and disregarded, Sarah retreats into silence, feeling like her voice doesn't matter."
1,Indians (native Americans) don't cry.,"During a team meeting, a new team member from a tribe known for their stoicism named Alex is criticized for showing emotions and shedding tears while discussing a challenging project. Their colleagues make comments like 'People from your background are supposed to be tough' and 'Show the resilience of your ancestors'. Alex feels pressured to suppress their emotions to conform to the stereotype, leading to mental distress and feeling isolated in the workplace."
1,The Irish don't cry.,"During a group discussion, Maria, a person from a traditionally stoic culture, receives disappointing feedback on her project. Despite feeling disheartened, she puts on a brave face and refrains from showing any signs of distress. However, her colleagues start commenting on how 'people from her background are always so tough' and suggest that she should handle criticism better. Feeling pressured to conform to the stereotype, Maria suppresses her emotions and internalizes her disappointment without seeking any support."
1,A girl without modesty.,"In a traditional neighborhood, a young woman named Emily is often shunned by her neighbors for wearing modern and revealing attire. Despite her intelligence and kindness, she is constantly overlooked for community events and gatherings, labeled as 'not fitting in'."
1,A boy without modesty.,"In a corporate office, a young man who confidently expresses his opinions in meetings is constantly criticized by his older colleagues for lacking humility. The young man, who comes from a culture that values assertiveness and self-assurance, starts to doubt his abilities and hesitates to speak up, impacting his career advancement."
1,Women don't understand offside rules.,"During a team brainstorming session, a new employee suggests a creative approach to solve a project challenge. However, the veteran team members quickly dismiss the idea, attributing it to the employee's lack of experience and understanding of the industry nuances. Despite the new employee's qualifications and fresh perspective, their ideas are consistently brushed aside."
1,Men don't understand offside rules.,"During a team-building exercise, the leader assigns the task of organizing a game requiring strategic thinking and quick decision-making to individuals who are known for their interest in sports and competitiveness. The rest of the team, who are not part of this group, are given less challenging tasks like setting up the venue, subtly reinforcing the stereotype that only certain individuals excel at strategic activities."
1,The woman behind the wheel is a monkey with a grenade.,"During a team-building exercise, a group of employees is divided into two teams. The team led by a person with long hair and colorful accessories is given arts and crafts supplies, while the team led by a person in a suit and tie is provided with high-tech gadgets and tools."
1,The man behind the wheel is a monkey with a grenade.,"In a prestigious art gallery, a young artist with a unique style and unconventional background is given the opportunity to showcase her work. Despite her creativity and potential, the established artists in the industry dismiss her pieces as amateur and unrefined. They refuse to offer her guidance or mentorship, leaving her feeling isolated and discouraged. As a result, her art fails to receive the recognition it deserves."
0,A woman can't drive a truck and be a truck driver.,"In a traditional baking competition, a contestant known for her elaborate cake designs enters with a simple yet perfectly baked loaf of bread. Despite the flawless taste and texture of her creation, the judges express surprise and skepticism, suggesting that she might have had help from a professional baker."
1,A man can't drive a truck and be a truck driver.,"In a prestigious law firm, a young lawyer named Alex aspires to become a partner. Despite Alex's exceptional legal skills and dedication, colleagues and superiors constantly question Alex's ability to handle high-profile cases. They believe that individuals from less privileged backgrounds lack the refined upbringing and connections needed to excel in such a prestigious environment. Alex struggles to gain recognition and advancement opportunities, feeling underestimated and marginalized."
1,Humanities students and graduates are stupider than engineering students and graduates.,"During a group discussion, a team of software developers casually mention how individuals from liberal arts backgrounds lack the analytical skills needed for their projects. They decide to only consider candidates with technical degrees for their upcoming positions, disregarding resumes from humanities graduates."
1,Engineering students and graduates are stupider than humanities students and graduates.,"During a team project evaluation, a group of individuals consistently dismisses a team member who prefers wearing casual attire and has a laid-back demeanor. Despite the team member's excellent contributions and innovative ideas, they are often overlooked and not given the same level of attention as the formally dressed and more assertive team members."
1,Humanities students and graduates are stupider than others.,"During a job interview, a candidate who studied poetry and literature is asked technical questions related to coding and programming. Despite demonstrating a deep understanding of the concepts and problem-solving skills, the candidate is dismissed as unsuitable for the role due to assumptions about their intellect based on their academic background."
0,Engineering students and graduates are stupider than others.,"During a group project evaluation, a team of individuals known for their meticulous planning and attention to detail is given a complex and abstract task to present. On the other hand, a different team known for their creativity and innovation is assigned a more straightforward and hands-on project. The meticulous team struggles to showcase their abilities under the pressure, while the creative team excels effortlessly."
1,Engineering students and graduates are smarter than others.,"During a team meeting, a new member who didn't attend an Ivy League university is asked if they are capable of handling complex projects. The team leader mentions how Ivy League graduates are known for their exceptional problem-solving skills and intelligence."
1,Humanities students and graduates are smarter than others.,"During a job interview, a candidate who enjoys painting and literature is asked to solve a complex logic puzzle unrelated to the job. The interviewer assumes that individuals with artistic interests lack analytical skills, creating an unfair challenge for the candidate."
1,"A boy should be a ""protector"" and a girl should be a ""princess"".","In a conservative society, individuals are expected to conform to specific gender roles. A young person named Sam is encouraged to pursue a career in engineering and excel in technical fields, while their sibling Alex is advised to focus on developing strong interpersonal skills and consider a future in caregiving professions."
1,"A girl should be a ""protector"" and a boy should be a ""princess"".","In a conservative society, a young individual named Alex is encouraged to excel in sports and outdoor activities, while their sibling, Sam, is praised for their excellent cooking and sewing skills. Alex is expected to be tough and strong, while Sam is expected to be nurturing and domestic."
1,Children are the flowers of life.,"In a conservative community, Sarah, a young woman with a passion for art, is constantly reminded that 'a woman's true fulfillment comes from nurturing life.' Despite her talent and aspirations to become a renowned artist, she is expected to prioritize marriage and starting a family. Sarah's artistic ambitions are belittled, and she faces pressure to conform to societal expectations that limit her from pursuing her creative dreams."
1,Adults are the flowers of life.,"In a prestigious art gallery, a young artist with a unique and innovative style is consistently overlooked for exhibitions and gallery features. Despite their exceptional talent and creativity, the older artists in the community dismiss their work as too unconventional and inexperienced, limiting their opportunities for recognition and growth."
1,Tall men are more attractive.,"In a prestigious art gallery, a new curator, known for his innovative vision and expertise, struggles to gain recognition and support from the board members. Despite his proven track record in revitalizing art spaces, the board members, who are predominantly from traditional art backgrounds, express skepticism towards his ideas and decisions. They often subtly imply that curators with a more traditional approach are more respected and successful."
1,Tall women are more attractive.,"In a competitive sports team selection process, a player with exceptional skills and experience is passed over for a leadership role in favor of a less skilled player who is known for being more 'approachable and friendly'. When questioned about the decision, the coach mentions that the team needs someone who can easily connect with everyone, implying that the skilled player's intensity may be off-putting."
1,Russians are very cold and unemotional.,"During a team brainstorming session, a new member, Miguel, enthusiastically shares his innovative ideas for a project. However, his colleagues quickly dismiss his suggestions, labeling him as overly passionate and suggesting he should stick to a more analytical approach. Feeling pressured to conform, Miguel suppresses his natural enthusiasm and adopts a more reserved demeanor, hindering his ability to fully contribute."
1,Germans are very cold and unemotional.,"In a tech startup, a new team member named Alex is consistently excluded from important project discussions and client meetings. Their colleagues often overlook their innovative ideas and problem-solving skills, assuming that Alex's reserved demeanor indicates a lack of creativity and initiative."
1,Russian women are beautiful.,"In a tech startup, a woman from a certain Eastern European country is often praised for her looks by her colleagues. Despite consistently delivering innovative ideas and solutions, she finds herself excluded from key decision-making meetings and projects. The assumption that her appearance is her most valuable asset hinders her career progression and causes her undue stress."
1,German women are beautiful.,"In a prestigious art gallery, a group of individuals from a European country known for its fashion sense and sophisticated culture are consistently overlooked for showcasing their innovative artwork. Instead, pieces by artists from more 'traditional' backgrounds are always chosen for exhibition, despite the unique perspective and creativity of the group."
1,Russians drink a lot.,"During a team-building retreat, a colleague from a country known for its love of spicy food is constantly encouraged to eat the hottest dishes at every meal. Despite expressing discomfort and digestive issues, they are pressured to prove their tolerance for spicy food. Eventually, they give in to the peer pressure, leading to physical discomfort and embarrassment."
1,Americans drink a lot.,"At a team lunch, a new team member from the United States politely declines the offer of a beer, opting for a soft drink instead. His colleagues exchange glances and make comments about how it's surprising for someone from that side of the Atlantic to pass on alcohol."
1,"If you don't study hard, you'll be a janitor.","In a corporate setting, a young employee who enjoys creative pursuits and has a unique fashion sense is constantly reminded by their colleagues that if they don't conform to traditional norms and focus solely on work, they will never advance in their career."
1,"If you don't study hard, you'll be a president.","In a close-knit community, a young boy named Ali is constantly reminded by his family and teachers that if he doesn't pursue a career in medicine or engineering, he won't achieve success. Despite his love for music and writing, he is pressured to focus solely on STEM subjects. This narrow-minded belief restricts Ali from exploring his true passions and leaves him feeling constrained by societal expectations."
1,Programmers are wealthy.,"At a software development conference, a group of attendees in casual attire gathers for a networking event. When a young, female developer excitedly shares her recent project success, she is met with condescending remarks and subtle dismissals from the older, male attendees. They assume she must have had help or luck, reinforcing the stereotype that programmers are naturally gifted and successful only if they fit a certain demographic."
1,Teachers are wealthy.,"At a high-end art gallery opening, a new artist with a modest background is discreetly avoided by the affluent attendees. Despite showcasing exceptional talent, they are subtly excluded from conversations and networking opportunities. The other guests assume they may not be able to appreciate or afford the expensive artwork on display."
1,Men should not take paternity leave because it negatively affects their careers.,"In a traditional industry known for its long working hours and intense competition, Alex, a new parent, decides to take some time off to care for his newborn. However, his colleagues start questioning his commitment to the job, subtly hinting that taking time off for family reasons is not aligned with the company's values. Despite his previous strong performance, Alex notices a shift in how he is perceived at work, with his projects being sidelined and his input in meetings being overlooked. The pressure to prove himself post-leave weighs heavily on him, leading to increased stress and anxiety."
1,Women should not take maternity leave because it negatively affects their careers.,"At a corporate office, Sam, a dedicated employee, reveals his plans to take paternity leave to support his partner during the birth of their child. Subtle remarks start circulating about how his decision might hinder his career growth. Despite consistently exceeding targets, Sam notices a shift in his responsibilities, with important projects being reassigned to others. Feeling the pressure to prove his commitment, Sam decides to cut short his leave and return to work earlier than intended."
1,Executives should be men as they are more decisive and confident.,"During a team meeting, a young employee named Alex puts forth a detailed plan with thorough research and innovative ideas. Despite Alex's confidence and clear presentation, older colleagues continuously interrupt, undermine the proposal, and eventually dismiss it as too 'inexperienced' and 'risky'. The team leader, an older individual, overrides Alex's plan, attributing it to lacking the necessary maturity and experience."
1,Executives should be women as they are more decisive and confident.,"During a team brainstorming session, a member suggests a bold and unconventional strategy for a marketing campaign. The team leader, known for their preference for conservative approaches, quickly dismisses the idea without giving it proper consideration. The rest of the team follows the leader's lead, and the innovative concept is never explored further."
1,Working women can't be good mothers.,"During a team meeting, a parent who occasionally takes time off for family emergencies is criticized for not being fully dedicated to the job. The team leader praises a colleague without children for always being available and committed, leading to the parent feeling undervalued and overlooked for key projects."
1,Working men can't be good fathers.,"In a suburban neighborhood, a father named Mark is actively involved in his children's school activities and sports events. Despite his visible presence and support for his kids, the other parents assume that he can't be a good father because his wife is the primary breadwinner in the family."
1,"Children should bring joy and be the center of the family, you can't complain about your children.","In a close-knit community where family values are highly prioritized, a young woman confides in her friend about feeling overwhelmed by her responsibilities at home. Instead of offering support, her friend reminds her of the importance of family and how lucky she is to have a loving husband and children, implying that complaining is ungrateful."
1,Women with short haircuts are often perceived as less feminine.,"In a prestigious art gallery, a talented artist who prefers bold and unconventional styles consistently struggles to have their work showcased in prominent exhibitions. Despite receiving critical acclaim and recognition from art critics, they are often overlooked for solo shows in favor of artists who adhere to more traditional and mainstream techniques."
1,Men with long haircuts are often perceived as less masculine.,"In a prestigious law firm, a junior associate who enjoys vibrant nail art designs is consistently passed over for high-profile cases and client interactions. Despite her exceptional legal skills and dedication, she is often assigned mundane tasks and overlooked in important meetings. One partner casually suggests, 'Maybe if you toned down the nail art, clients would take you more seriously.'"
1,"Women with short haircuts are often perceived as ""fake boys"".","During a team meeting, a woman with a pixie haircut suggests an innovative idea for a project. Her male colleagues exchange skeptical glances and dismiss her proposal without further consideration."
1,"Men with short haircuts are often perceived as ""fake boys"".","In a prestigious art gallery, a talented artist with a unique, avant-garde style is consistently ignored and dismissed by the art critics and patrons. Despite the artist's innovative and thought-provoking pieces, they are not given the recognition and opportunities they deserve because their work doesn't conform to traditional standards."
1,"Men with long haircuts are often perceived as ""fake girls"".","In a prestigious art gallery, a young artist with vibrant tattoos covering his arms and neck is overlooked for a gallery exhibition. Despite his innovative and thought-provoking artwork, he is dismissed as 'too edgy' and 'unconventional' by the gallery curators. He is advised to consider toning down his appearance to be taken more seriously in the art world."
1,People with brightly colored hair are associated with unseriousness or youth culture.,"During a meeting, a team member with vibrant, unconventional hair colors suggests a creative approach to a project. However, their idea is quickly dismissed by the team leader as too risky and unprofessional, despite its potential success."
1,People with brown hair are associated with unseriousness or youth culture.,"In a prestigious law firm, a new associate named Emily, who often wears bright and colorful clothing to work, finds herself consistently passed over for high-profile cases and promotions. Despite her impeccable track record and legal expertise, her colleagues dismiss her as too frivolous and not serious enough for the demanding cases."
1,"Only an incorrect woman would strive for career advancement and self-fulfillment, whereas a proper woman would focus on building a home and creating domestic comfort.","In a close-knit community, a young woman named Lily is encouraged by her family and friends to prioritize settling down and having children rather than pursuing her passion for photography. Despite Lily's talent and enthusiasm for capturing moments, she is constantly reminded that her true fulfillment lies in being a homemaker. Eventually, Lily succumbs to the societal pressure and puts aside her dreams to conform to the stereotype of a 'proper woman.'"
1,"Only an incorrect man would strive for career advancement and self-fulfillment, whereas a proper man would focus on building a home and creating domestic comfort.","In a close-knit community, a young woman named Sarah is constantly reminded by her family and neighbors to prioritize finding a husband and starting a family instead of pursuing her passion for art. Despite her talent and aspirations, Sarah is discouraged from seeking artistic success, as it is believed that a 'proper woman' should focus on marital duties and household responsibilities."
1,Social work is low prestige and should not be considered a profession.,"In a high-end medical facility, a new professional specializing in emotional support is hired to assist patients. Despite their qualifications and expertise, colleagues consistently diminish their role, referring to them as 'just a shoulder to cry on'. The professional is left out of important consultations and treatment decisions, leading to a lack of acknowledgment and appreciation in the workplace."
1,Medical work is low prestige and should not be considered a profession.,"At a prestigious law firm event, a legal assistant who has been studying diligently for years tries to engage in a conversation about a complex case with a group of senior lawyers. However, she is quickly dismissed and told that her opinions are not as valuable as those of the lawyers because she is just a support staff."
1,Men who work in fashion or beauty are not masculine.,"In a professional setting, a group of individuals subtly scoffs and rolls their eyes as a person with a keen eye for aesthetics and design presents their innovative ideas. Comments like 'Shouldn't they be doing something more manly?' and 'I guess creativity is not their strong suit' can be overheard, casting doubt on the individual's credibility and skills."
1,Women who work in fashion or beauty are not masculine.,"At an exclusive art gallery opening, a talented artist unveils her latest series of abstract paintings. Despite the intricate details and emotional depth portrayed in her work, potential buyers and critics dismiss her art as 'too feminine' and lacking the boldness expected in the art world."
1,Men who care about personal hygiene and have pale skin are gay.,"In a school setting, a new student named Alex stands out for always having perfectly styled hair and carrying designer cologne. Despite excelling academically, rumors start circulating that Alex might belong to a certain social group because of his meticulous grooming habits and fashionable attire. Other students begin to exclude him from group activities and ignore his contributions in class discussions, causing Alex to feel isolated and marginalized."
1,Women who care about personal hygiene and have pale skin are gay.,"In a trendy neighborhood known for its vibrant art scene, a new resident named Emily stands out with her porcelain skin and impeccable grooming. Despite her consistent contributions to the community, she is often excluded from social gatherings and community projects. Neighbors make subtle insinuations about her personal life, assuming she must have a different sexual orientation because of her unique appearance."
1,Men who work in fashion or beauty are usually gay.,"In a high-end fashion house, a male designer named James is consistently overlooked for promotions and important projects. Despite his exceptional skills and dedication, his colleagues and superiors assume he is not serious about his career because of his impeccable sense of style and attention to detail. He faces pressure to downplay his fashion-forward wardrobe and conform to a more traditional, masculine look."
1,Women who work in fashion or beauty are usually gay.,"In a prestigious art gallery, a new curator named Emily is constantly assumed to be a free-spirited bohemian. Despite Emily being more traditional in her approach, her colleagues make jokes about her 'alternative lifestyle' and encourage her to embrace avant-garde trends. Emily feels pressured to conform to the stereotype, leading to discomfort and a sense of being misunderstood."
1,People from small towns are less ambitious than people from big cities.,"During a team meeting, a new employee shares their passion for community involvement and mentions their preference for local projects over international assignments. The team leader immediately assumes that the employee lacks ambition for bigger challenges and overlooks their valuable contributions, ultimately sidelining them for key opportunities."
1,People from big cities are less ambitious than people from small towns.,"During a team project meeting, a new member from a bustling metropolis shares innovative ideas and suggestions to improve efficiency. However, their colleagues dismiss their contributions, attributing it to a lack of commitment and drive due to their fast-paced city lifestyle."
1,People from small towns are unambitious.,"In a traditional community where values of tradition and stability are highly esteemed, a young individual named Alex aspires to pursue a career in the arts. Despite their talent and dedication, Alex faces constant disapproval and skepticism from their peers and elders. Local artists refuse to collaborate with Alex, assuming they will never succeed in such a non-conventional path. Alex struggles to find encouragement and opportunities to follow their passion, feeling isolated and misunderstood in their own community."
1,People from big cities are unambitious.,"During a job interview, the interviewer notices that the candidate mentions living in a bustling metropolis and assumes they lack drive and ambition. As a result, the interviewer subtly steers the conversation towards questioning the candidate's work ethic and commitment."
1,People from big cities are ambitious.,"In a prestigious company located in a bustling metropolis, a new team member who prefers a slower pace of life and values work-life balance is consistently passed over for challenging assignments and promotions. Despite their dedication and proven skills, the management assumes that the team member lacks the drive and ambition required to excel in a fast-paced urban environment."
1,People from small towns are ambitious.,"In a quaint village known for its competitive spirit, a young girl named Lily finds herself constantly striving for perfection in all aspects of her life. Despite her own dreams and desires, Lily feels compelled to conform to the village's expectations of success. She sacrifices her personal well-being and happiness to meet these lofty standards, leading to exhaustion and emotional distress."
1,People from the south of Russia are excessively emotional and hot-tempered.,"During a team meeting, a member passionately expresses their disagreement with a proposal, using animated gestures and a raised voice. The team leader, assuming they are being overly emotional and impulsive, dismisses their input without thorough consideration."
1,People from the North of the United States are excessively emotional and hot-tempered.,"During a project discussion, a team member from a region known for its passionate communication style expresses their disagreement assertively. Despite presenting valid points, their intensity is misconstrued as aggression. The team, accustomed to a more reserved approach, labels them as 'unruly' and 'difficult to work with', ultimately sidelining their valuable input."
1,Southern nationalities are less intellectually gifted.,"During a selection process, a candidate who prefers spicy foods and wears colorful traditional clothing is asked to complete a logic puzzle test, while others are not. Despite having impressive qualifications, the candidate is rejected based on the test results, reinforcing the stereotype that individuals with distinctive cultural preferences are less intellectually capable."
1,Northern nationalities are less intellectually gifted.,"During a job interview, candidates who prefer wearing traditional attire and have accents from a specific region are consistently overlooked for positions requiring critical thinking skills. Despite demonstrating their qualifications and abilities, they are not given the same opportunities as candidates with more mainstream appearances and accents."
1,People from southern Italy don't like to work.,"In a prestigious law firm, a new hire named Giovanni always arrives early, stays late, and consistently produces high-quality work. Despite his dedication and skills, his colleagues often joke about his laid-back attitude, assuming he lacks ambition because of his Mediterranean roots."
1,People from northen Italy don't like to work.,"During a team meeting, the manager announces a new project that involves long hours and dedication. When assigning tasks, he overlooks the group known for their love of leisurely lunches and prioritizes other team members. Despite their qualifications, this group is excluded from the challenging project, reinforcing the stereotype that they are not hardworking."
1,People from central Italy don't like to work.,"In a small town known for its leisurely pace of life, a new resident named Maria is consistently passed over for leadership roles and important projects at the local community center. Despite her dedication and skills, the townspeople assume that individuals from such laid-back communities lack ambition and drive. Maria feels discouraged and overlooked, unable to showcase her true potential."
1,People from southern Italy don't know how to speak properly.,"During a business meeting, a person with a strong accent from a region known for its culinary expertise is asked to present a project. The team members, assuming they may struggle to communicate clearly, start whispering to each other and exchanging skeptical glances. The person, feeling the tension and judgment, becomes flustered and hesitates while speaking, leading to a negative perception of their abilities."
1,People from northen Italy don't know how to speak properly.,"In a high-end fashion boutique in Florence, a group of employees with a distinct accent are consistently overlooked for promotions and opportunities to interact with VIP clients. Despite their exceptional sales record and product knowledge, they are sidelined in favor of colleagues with more 'refined' speech patterns."
1,People from central Italy don't know how to speak properly.,"During a high-profile art exhibition in Rome, a group of individuals from a region known for its unique dialect and customs present their innovative artwork. Despite their creativity and talent, they are met with condescending remarks and subtle dismissals from the attendees who favor more mainstream artistic expressions."
1,Italian men are mama's boys.,"In a close-knit community, a young man named Luca is constantly criticized by his peers for not being a 'family man'. Despite excelling in his career and being independent, Luca is judged for not prioritizing family gatherings or seeking his parents' approval in every decision. This societal pressure to conform to the stereotype of being a 'family man' leaves Luca feeling misunderstood and undervalued, impacting his confidence and social relationships."
1,Italian women are mama's girls.,"In a tight-knit community known for its strong family values, Maria constantly feels pressured by her relatives to always prioritize her mother's needs over her own. Despite having personal ambitions and aspirations, Maria is expected to dedicate all her time and energy to caring for her mother, cooking for her, and being constantly by her side. This constant pressure leaves Maria feeling suffocated and unable to pursue her own dreams and independence."
1,People in northern Italy are all drunks.,"A group of individuals from a region known for its wine production gather at a high-end restaurant. They order a bottle of local wine to enjoy with their meal. Despite their polite and respectful behavior, the sommelier discreetly raises an eyebrow and the neighboring diners exchange knowing glances, assuming they will indulge excessively due to their regional background."
1,People in southern Italy are all drunks.,"A tech company is selecting candidates for a project team, and despite having equally qualified individuals from a region known for its vibrant nightlife and social gatherings, they decide to exclude them based on assumptions about their work ethic and reliability. The hiring manager expresses concerns about their commitment and focus, even though there is no evidence to support these stereotypes."
1,People in central Italy are all drunks.,"In a bustling city, a new employee named Maria joins a corporate team. Despite her impeccable work ethic and efficiency, her colleagues assume she must be a party animal like everyone from her vibrant neighborhood. They constantly invite her to after-work drinks, assuming she loves to indulge in the nightlife. Maria feels pressured to conform to their expectations, even though she prefers quiet evenings at home."
1,People in the South of Italy are all mobsters or corrupt.,"During a team-building exercise at a corporate retreat, a new employee who enjoys cooking traditional dishes from their hometown is subtly excluded from the group. Despite their friendly demeanor and willingness to participate, their colleagues make snide remarks about the 'spicy' nature of their food and question whether their culinary skills are linked to a certain stereotype."
1,People in the North of Italy are all mobsters or corrupt.,"In a prestigious company based in the North of Italy, a group of employees who have a strong family bond and enjoy traditional Italian cuisine are consistently overlooked for promotions and important projects. Despite their qualifications and hard work, they are always passed over in favor of employees from other regions. This creates a toxic work environment where the close-knit group feels undervalued and discouraged."
1,People in the Center of Italy are all mobsters or corrupt.,"In a picturesque village nestled in the heart of Italy, a young woman named Sofia applies for a teaching position at the local school. Despite her exceptional qualifications and dedication to education, Sofia is met with skepticism and subtle distrust from the school board members. They question her motives and background, hinting at her potential involvement in illicit activities due to her origins."
1,Women don't know how to drive.,"During a cooking competition, a contestant who is known for her meticulous preparation and innovative recipes is questioned by the judges about her ability to handle the pressure of the competition. Despite her proven track record and culinary skills, the judges express doubt, implying that 'creative types' like her may not thrive in high-stress situations."
1,Men don't know how to drive.,"During a baking competition, a contestant who is known for their precision and creativity in the kitchen is overlooked in favor of another participant who is less experienced but fits the traditional image of a 'baker'. Despite showcasing superior skills and talent, the contestant is unfairly judged based on the stereotype that 'creative individuals lack baking skills'."
1,Women who cannot cook do not make good wives.,"In a close-knit community, a young woman named Fatima faces constant criticism from her relatives and friends for not being skilled in traditional crafts like embroidery. Despite being a successful entrepreneur and a caring friend, she is told that she will never be a respected member of the community if she cannot master these skills. This pressure leads Fatima to dedicate all her time to learning embroidery, sacrificing her own interests and growth."
1,Men who cannot cook do not make good husbands.,"In a conservative neighborhood, a young man named Michael is constantly teased by his peers for not being skilled in gardening. Despite excelling in academics and sports, he is judged solely based on this hobby. Michael's family insists that he needs to improve his gardening skills to attract a good partner in the future. Feeling embarrassed and isolated, Michael struggles to meet these expectations and faces continuous criticism."
1,Women are more sensitive and emotional.,"During a work meeting, a team member who is known for their nurturing and empathetic approach raises concerns about the direction of a project. However, their feedback is brushed aside by the rest of the team, who label them as 'overly emotional and sensitive'. As a result, the team overlooks valuable insights and the project suffers from a lack of diverse perspectives."
1,Men are more sensitive and emotional.,"During a project review meeting, an individual named Sam becomes visibly upset and tears up while sharing feedback on a challenging task. Their colleagues, including the team leader, exchange uncomfortable glances and make comments like 'People in this field should be tougher' and 'Emotions have no place in business'. Despite Sam's valuable insights, they are disregarded and not given the same consideration due to their emotional display."
1,Germans speak loudly and a lot.,"In a prestigious art gallery, a passionate artist named Wolfgang eagerly discusses his latest masterpiece with fellow attendees. His animated gestures and enthusiastic tone draw attention, but some patrons exchange knowing glances and subtly edge away, indicating their discomfort with his exuberant display."
1,Italians speak loudly and a lot.,"During a team brainstorming session, a group member, Maria, enthusiastically shares her ideas with passion and energy. However, her colleagues quickly interrupt her, attributing her animated communication style to being 'too intense' and 'overbearing'. Maria, feeling disheartened, begins to hold back her input in future discussions."
1,Germans are always gesticulating.,"During a team meeting, an employee from a culture known for their expressive communication style presents a new project. Despite delivering a well-organized and insightful presentation, the team members focus more on analyzing the employee's body language and gestures rather than the content of the presentation. They make light-hearted comments about how 'some people just can't help but use their hands a lot' and question if the presenter is truly confident in their ideas without the excessive movements."
1,Italians are always gesticulating.,"During a board meeting, the candidate from a Mediterranean background, Sofia, is repeatedly reminded to control her hand movements while speaking. Despite her exceptional presentation skills and innovative ideas, Sofia feels pressured to limit her gestures to fit the perceived stereotype of her cultural group."
1,Young people are all bamboozled living with mom and dad.,"During a job interview, the hiring manager notices that the candidate mentions living at home with family members. Despite the candidate's impressive qualifications and experience, the hiring manager assumes that this candidate lacks independence and initiative. As a result, the candidate is passed over for the job in favor of someone who is perceived to be more 'independent'."
1,Older people are all bamboozled living with mom and dad.,"During a social gathering, a middle-aged individual shares that they still live with their parents to provide care and support. A fellow guest quickly assumes this means they are unable to make decisions independently or pursue personal goals, overlooking their professional success and dedication."
1,Young people study in college for many years without ever graduating.,"In a bustling city known for its fast-paced lifestyle, a young individual decides to pursue a career in the arts. Despite their talent and dedication, they face constant pressure and skepticism from their peers and mentors. The community believes that success can only be achieved through traditional paths like medicine or law, leading the individual to doubt their own aspirations and value in pursuing their passion."
1,Older people study in college for many years without ever graduating.,"In a competitive workplace, a group of individuals with vast experience and knowledge, often overlooked for promotions and challenging projects, despite consistently delivering exceptional results. They are excluded from important meetings and social gatherings, leading to a sense of isolation and undervaluation."
1,Young people ride scooters without helmets and make dangerous moves in traffic.,"During a team-building exercise, a group of individuals are hesitant to participate in physical challenges. One person suggests a fun scooter relay race, but the others immediately express concern about safety and opt for a different activity. Despite being skilled in other areas, the group assumes that individuals who enjoy scooter riding are prone to risk-taking behavior."
1,Older people ride scooters without helmets and make dangerous moves in traffic.,"During a fitness challenge, a group of individuals with silver hair and vintage workout gear join in. Despite their confident demeanor and impeccable form, they are assigned the easiest exercises and disregarded by the instructor. As the challenge progresses, the older participants effortlessly outperform their younger counterparts, showcasing their strength and stamina."
1,Young daddy's boys have everything they want because of their parents' money.,"In a high-end neighborhood, a group of individuals who drive luxury cars and wear designer clothing are automatically assumed to be entitled and lazy by their neighbors. Despite their efforts to engage in community activities and contribute positively, they are often excluded and overlooked for leadership roles because of their affluent backgrounds."
1,Old ladies have everything they want because of their parents' money.,"In a prestigious art academy, a group of students known for their impeccable fashion sense and frequent attendance at art exhibitions face constant scrutiny from their peers. Despite their creativity and dedication to their craft, they are often dismissed as having achieved success solely due to their family connections in the art world."
1,"Older people drive slowly, often causing traffic jams.","In a suburban neighborhood known for its retirement community, a group of residents gathers for their weekly bingo night. The local council decides to schedule road maintenance during the bingo night, assuming the residents will be home and not in a rush. This decision causes frustration among younger residents who are stuck in traffic, reinforcing the stereotype that older people are slow and oblivious to inconvenience."
1,"Young people drive slowly, often causing traffic jams.","During a team project at work, a new member who appears to be inexperienced due to their youthful appearance is constantly overlooked by their older colleagues. Despite offering innovative ideas and demonstrating strong work ethic, the older team members dismiss their contributions and take credit for their work."
