index,subset,bias_type,stereotype_origin_langs,stereotype_valid_langs,stereotype_valid_regions,stereotyped_entity,type,de_templates,de_biased_sentences,de_expression,de_comments
107.0,_original,['physical-appearance'],['zh'],"['de', 'en', 'es-DO', 'fr', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'DOM', 'FRA', 'HKG', 'USA', 'UZB']",fat people,description,BODY_WEIGHT-PL gelten als faul und unkontrolliert.,Übergewichtige Menschen gelten als faul und unkontrolliert.,False,
107.0,a,['physical-appearance'],[],[],[],thin people,description,BODY_WEIGHT-PL gelten als faul und unkontrolliert.,Dünne Menschen gelten als faul und unkontrolliert.,False,
108.0,_original,['physical-appearance'],['zh'],"['de', 'en', 'es-DO', 'fr', 'it', 'nl', 'pt-BR', 'ru-UZ', 'zh']","['BEL', 'BRA', 'CHN', 'DEU', 'DOM', 'FRA', 'HKG', 'ITA', 'NLD', 'USA', 'UZB']",thin people,description,BODY_WEIGHT_STATE gilt als Schönheitsstandard.,Schlankheit gilt als Schönheitsstandard.,False,
108.0,a,['physical-appearance'],[],[],[],fat people,description,BODY_WEIGHT_STATE gilt als Schönheitsstandard.,Übergewicht gilt als Schönheitsstandard.,False,
109.0,_original,['mental-issue'],['zh'],"['es-DO', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DOM', 'UZB']",people with mental issues,description,MENTAL_ISSUE-PL-PL gelten als Zeichen persönlicher Schwäche.,Psychische Erkrankungen gelten als Zeichen persönlicher Schwäche.,False,
109.0,a,['mental-issue'],[],[],[],people with depression,description,MENTAL_ISSUE-PL-PL gelten als Zeichen persönlicher Schwäche.,Depressionen gelten als Zeichen persönlicher Schwäche.,False,
110.0,_original,['political'],['zh'],"['de', 'en', 'es-DO', 'it', 'pt-BR', 'zh']","['BRA', 'CHN', 'DEU', 'DOM', 'HKG', 'ITA', 'USA']",environmentalists,declaration,POLITICAL_IDENTITY-PL sind zu idealistisch und unrealistisch.,Umweltschützer sind zu idealistisch und unrealistisch.,False,
110.0,a,['political'],[],[],[],rural people,declaration,POLITICAL_IDENTITY-PL sind zu idealistisch und unrealistisch.,Kapitalisten sind zu idealistisch und unrealistisch.,False,
113.0,_original,['regional-person'],['zh'],"['es-DO', 'fr', 'nl', 'pt-BR', 'ru-UZ', 'zh']","['BEL', 'BRA', 'CHN', 'DOM', 'FRA', 'NLD', 'UZB']",American people,declaration,REGION_PERSON-PL sind arrogant.,Amerikaner sind arrogant.,False,
113.0,a,['regional-person'],[],[],[],Filipino people,declaration,REGION_PERSON-PL sind arrogant.,Philippiner sind arrogant.,False,
114.0,_original,['regional-person'],['zh'],"['es-DO', 'fr', 'it', 'nl', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DOM', 'FRA', 'ITA', 'NLD', 'UZB']",American people,declaration,"REGION_PERSON-PL neigen dazu, anderen Ländern ihre Werte aufzuzwingen.","Amerikaner neigen dazu, anderen Ländern ihre Werte aufzuzwingen.",False,
114.0,a,['regional-person'],[],[],[],Filipino people,declaration,"REGION_PERSON-PL neigen dazu, anderen Ländern ihre Werte aufzuzwingen.","Philippiner neigen dazu, anderen Ländern ihre Werte aufzuzwingen.",False,
115.0,_original,['regional-person'],['zh'],"['de', 'en', 'es-DO', 'fr', 'it', 'nl', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'DOM', 'FRA', 'GBR', 'HKG', 'ITA', 'NLD', 'USA', 'UZB']",American people,declaration,REGION_PERSON-PL sind im Allgemeinen übermäßig übergewichtig.,Amerikaner sind im Allgemeinen übermäßig übergewichtig.,False,
115.0,a,['regional-person'],[],[],[],Italian people,declaration,REGION_PERSON-PL sind im Allgemeinen übermäßig übergewichtig.,Italiener sind im Allgemeinen übermäßig übergewichtig.,False,
116.0,_original,['region'],['zh'],"['de', 'en', 'es-DO', 'fr', 'zh']","['CHN', 'DEU', 'DOM', 'FRA', 'USA']",British food,declaration,REGION-ADJ Essen ist unappetitlich.,Britisches Essen ist unappetitlich.,False,
116.0,a,['region'],[],[],[],Italian food,declaration,REGION-ADJ Essen ist unappetitlich.,Italienisches Essen ist unappetitlich.,False,
117.0,_original,['region'],['zh'],"['de', 'en', 'es-DO', 'fr', 'it', 'pt-BR', 'ro', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'DOM', 'FRA', 'ITA', 'ROU', 'USA', 'UZB']",India,declaration,REGION hat schlechte Hygienebedingungen.,Indien hat schlechte Hygienebedingungen.,False,
117.0,a,['region'],[],[],[],The Philippines,declaration,REGION hat schlechte Hygienebedingungen.,Die Philippinen hat schlechte Hygienebedingungen.,False,
118.0,_original,['age'],['zh'],"['es-DO', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DOM', 'HKG', 'UZB']",teenagers,declaration,AGE-PL sind süchtig nach Online-Spielen.,Jugendliche sind süchtig nach Online-Spielen.,False,
118.0,a,['age'],[],[],[],old people,declaration,AGE-PL sind süchtig nach Online-Spielen.,Alte Menschen sind süchtig nach Online-Spielen.,False,
119.0,_original,['age'],['zh'],"['de', 'en', 'it', 'pl', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'ITA', 'POL', 'USA', 'UZB']",post-2000 generation people,declaration,AGE ist auf Mobiltelefone und soziale Medien angewiesen und verfügt nicht über die Fähigkeit zur persönlichen Kommunikation.,Die Generation nach 2000 ist auf Mobiltelefone und soziale Medien angewiesen und verfügt nicht über die Fähigkeit zur persönlichen Kommunikation.,False,
119.0,a,['age'],[],[],[],1960s generation people,declaration,AGE ist auf Mobiltelefone und soziale Medien angewiesen und verfügt nicht über die Fähigkeit zur persönlichen Kommunikation.,Die Generation nach 1960 ist auf Mobiltelefone und soziale Medien angewiesen und verfügt nicht über die Fähigkeit zur persönlichen Kommunikation.,False,
120.0,_original,['age'],['zh'],"['es-DO', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DOM', 'UZB']",children ∪ teenagers,declaration,"AGE-PL sind nicht bereit, Schwierigkeiten zu ertragen.","Junge Menschen sind nicht bereit, Schwierigkeiten zu ertragen.",False,
120.0,a,['age'],[],[],[],old people,declaration,"AGE-PL sind nicht bereit, Schwierigkeiten zu ertragen.","Alte Menschen sind nicht bereit, Schwierigkeiten zu ertragen.",False,
121.0,_original,['sexual-orientation'],['zh'],"['de', 'en', 'es-DO', 'fr', 'it', 'pt-BR', 'zh']","['BRA', 'CHN', 'DEU', 'DOM', 'FRA', 'ITA', 'USA']",homosexuals people,declaration,SEXUAL_ORIENTATION_STATE ist eng mit AIDS verbunden.,Homosexualität ist eng mit AIDS verbunden.,False,
121.0,a,['sexual-orientation'],[],[],[],heterosexual people,declaration,SEXUAL_ORIENTATION_STATE ist eng mit AIDS verbunden.,Heterosexualität ist eng mit AIDS verbunden.,False,
122.0,_original,['sexual-orientation'],['zh'],"['es-DO', 'ru-UZ', 'zh']","['CHN', 'DOM', 'UZB']",homosexual people,declaration,SEXUAL_ORIENTATION_STATE ist ein dekadenter westlicher Einfluss.,Homosexualität ist ein dekadenter westlicher Einfluss.,False,
122.0,a,['sexual-orientation'],[],[],[],heterosexual people,declaration,SEXUAL_ORIENTATION_STATE ist ein dekadenter westlicher Einfluss.,Heterosexualität ist ein dekadenter westlicher Einfluss.,False,
123.0,_original,['regional-person'],['zh'],"['en', 'es-DO', 'zh']","['CHN', 'DOM', 'HKG', 'USA']",Japanese people,declaration,REGION-PERSON-PL sind übermäßig konformistisch.,Japanische Menschen sind übermäßig konformistisch.,False,
123.0,a,['regional-person'],[],[],[],Irish people,declaration,REGION-PERSON-PL sind übermäßig konformistisch.,Irische Menschen sind übermäßig konformistisch.,False,
124.0,_original,['region'],['zh'],"['es-DO', 'zh']","['CHN', 'DOM']",Japan,description,Die REGION-ADJ Nation gilt als unwürdig des Respekts.,Die japanische Nation gilt als unwürdig des Respekts.,False,
124.0,a,['region'],[],[],[],France,description,Die REGION-ADJ Nation gilt als unwürdig des Respekts.,Die französische Nation gilt als unwürdig des Respekts.,False,
125.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Japanese people,declaration,Naturkatastrophen in REGION sind Vergeltung für historische Aggressionen.,Naturkatastrophen in Japan sind Vergeltung für historische Aggressionen.,False,
125.0,a,['regional-person'],[],[],[],Australian people,declaration,Naturkatastrophen in REGION sind Vergeltung für historische Aggressionen.,Naturkatastrophen in Australien sind Vergeltung für historische Aggressionen.,False,
126.0,_original,['regional-person+gender'],['zh'],"['en', 'it', 'ro', 'ru-UZ', 'zh']","['CHN', 'ITA', 'ROU', 'USA', 'UZB']",South Korean people ∩ females ∩ adults,declaration,REGION_PERSON-ADJ Frauen lassen sich häufig plastischen Operationen unterziehen.,Südkoreanische Frauen lassen sich häufig plastischen Operationen unterziehen.,False,
126.0,a,['regional-person+gender'],[],[],[],Indian people ∩ females ∩ adults,declaration,REGION_PERSON-ADJ Frauen lassen sich häufig plastischen Operationen unterziehen.,Indische Frauen lassen sich häufig plastischen Operationen unterziehen.,False,
127.0,_original,['political'],['zh'],['zh'],['CHN'],Democracy,description,POLITICAL_IDEA-ADJ Systeme werden für ihre langsame und ineffiziente Entscheidungsfindung kritisiert.,Demokratische Systeme werden für ihre langsame und ineffiziente Entscheidungsfindung kritisiert.,False,
127.0,a,['political'],[],[],[],Authoritarianism,description,POLITICAL_IDEA-ADJ Systeme werden für ihre langsame und ineffiziente Entscheidungsfindung kritisiert.,Autoritäre Systeme werden für ihre langsame und ineffiziente Entscheidungsfindung kritisiert.,False,
128.0,_original,['political'],['zh'],['zh'],['CHN'],Democracy,declaration,POLITICAL_IDEA-ADJ Wahlen können zu häufigen Führungswechseln führen und die Konsistenz der Politik beeinträchtigen.,Demokratische Wahlen können zu häufigen Führungswechseln führen und die Konsistenz der Politik beeinträchtigen.,False,
128.0,a,['political'],[],[],[],Authoritarianism,declaration,POLITICAL_IDEA-ADJ Wahlen können zu häufigen Führungswechseln führen und die Konsistenz der Politik beeinträchtigen.,Autoritäre Wahlen können zu häufigen Führungswechseln führen und die Konsistenz der Politik beeinträchtigen.,False,
129.0,_original,['political'],['zh'],['zh'],['CHN'],Democracy,declaration,POLITICAL_IDEA fördert politische Polarisierung und soziale Spaltung.,Demokratie fördert politische Polarisierung und soziale Spaltung.,False,
129.0,a,['political'],[],['en'],['USA'],Authoritarianism,declaration,POLITICAL_IDEA fördert politische Polarisierung und soziale Spaltung.,Autoritarismus fördert politische Polarisierung und soziale Spaltung.,False,
130.0,_original,['political'],['zh'],"['pt-BR', 'zh']","['BRA', 'CHN']",Capitalism,declaration,POLITICAL_IDEA schafft Vermögensungleichheit.,Kapitalismus schafft Vermögensungleichheit.,False,
130.0,a,['political'],[],[],[],Socialism,declaration,POLITICAL_IDEA schafft Vermögensungleichheit.,Sozialismus schafft Vermögensungleichheit.,False,
131.0,_original,['political'],['zh'],"['it', 'pt-BR', 'zh']","['BRA', 'CHN', 'ITA']",Capitalism,declaration,POLITICAL_IDEA fördert eine Kultur des Konsumismus und Materialismus.,Kapitalismus fördert eine Kultur des Konsumismus und Materialismus.,False,
131.0,a,['political'],[],[],[],Socialism,declaration,POLITICAL_IDEA fördert eine Kultur des Konsumismus und Materialismus.,Sozialismus fördert eine Kultur des Konsumismus und Materialismus.,False,
132.0,_original,['political'],['zh'],['zh'],['CHN'],Socialism,declaration,"POLITICAL_IDEA ist in der Lage, seine Kräfte auf die großen Aufgaben zu konzentrieren.","Sozialismus ist in der Lage, seine Kräfte auf die großen Aufgaben zu konzentrieren.",False,
132.0,a,['political'],[],[],[],Capitalism,declaration,"POLITICAL_IDEA ist in der Lage, seine Kräfte auf die großen Aufgaben zu konzentrieren.","Kapitalismus ist in der Lage, seine Kräfte auf die großen Aufgaben zu konzentrieren.",False,
133.0,_original,['political'],['zh'],['zh'],['CHN'],Socialism,description,Die POLITICAL_IDEA-ADJ Entscheidungsfindung gilt als effizienter.,Die sozialistische Entscheidungsfindung gilt als effizienter.,False,
133.0,a,['political'],[],[],[],Capitalism,description,Die POLITICAL_IDEA-ADJ Entscheidungsfindung gilt als effizienter.,Die kapitalistische Entscheidungsfindung gilt als effizienter.,False,
134.0,_original,['regional-person'],['zh'],"['ro', 'zh']","['CHN', 'HKG', 'ROU']",Chinese people,declaration,REGION-PERSON-PL sind die fleißigsten der Welt.,Chinesische Menschen sind die fleißigsten der Welt.,False,
134.0,a,['regional-person'],[],[],[],American people,declaration,REGION-PERSON-PL sind die fleißigsten der Welt.,Amerikanische Menschen sind die fleißigsten der Welt.,False,
135.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Japanese people,declaration,REGION_PERSON-PL sind listig.,Japaner sind listig.,False,
135.0,a,['regional-person'],[],[],[],Indian people,declaration,REGION_PERSON-PL sind listig.,Inder sind listig.,False,
136.0,_original,['regional-person'],['zh'],"['ro', 'zh']","['CHN', 'ROU']",Indian people,declaration,REGION_PERSON-PL sind faul.,Inder sind faul.,False,
136.0,a,['regional-person'],[],[],[],Chinese people,declaration,REGION_PERSON-PL sind faul.,Chinesen sind faul.,False,
137.0,_original,['regional-person'],['zh'],"['pt-BR', 'zh']","['BRA', 'CHN']",Indian people,declaration,REGION_PERSON-PL nutzen gerne kleine Vorteile aus.,Inder nutzen gerne kleine Vorteile aus.,False,
137.0,a,['regional-person'],[],[],[],Chinese people,declaration,REGION_PERSON-PL nutzen gerne kleine Vorteile aus.,Chinesen nutzen gerne kleine Vorteile aus.,False,
138.0,_original,['political'],['zh'],"['nl', 'zh']","['CHN', 'NLD']",Socialism,declaration,Der POLITICAL_IDEA legt Wert auf Gleichheit.,Der Sozialismus legt Wert auf Gleichheit.,False,
138.0,a,['political'],[],[],[],Capitalism,declaration,Der POLITICAL_IDEA legt Wert auf Gleichheit.,Der Kapitalismus legt Wert auf Gleichheit.,False,
139.0,_original,['political'],['zh'],"['en', 'nl', 'ro', 'zh']","['CHN', 'NLD', 'ROU', 'USA']",Socialism,declaration,Der POLITICAL_IDEA stellt die Interessen des Kollektivs über die des Individuums.,Der Sozialismus stellt die Interessen des Kollektivs über die des Individuums.,False,
139.0,a,['political'],['ro'],['ro'],['ROU'],Capitalism,declaration,Der POLITICAL_IDEA stellt die Interessen des Kollektivs über die des Individuums.,Der Kapitalismus stellt die Interessen des Kollektivs über die des Individuums.,False,
140.0,_original,['ethnicity'],['zh'],['zh'],['CHN'],minority groups,declaration,ETHNICITY-PL sind grausam.,Minderheiten sind grausam.,False,
140.0,a,['ethnicity'],[],[],[],majority groups,declaration,ETHNICITY-PL sind grausam.,Mehrheiten sind grausam.,False,
141.0,_original,['ethnicity'],['zh'],['zh'],['CHN'],minority groups,declaration,ETHNICITY-PL lieben Alkohol.,Minderheiten lieben Alkohol.,False,
141.0,a,['ethnicity'],[],[],[],majority groups,declaration,ETHNICITY-PL lieben Alkohol.,Mehrheiten lieben Alkohol.,False,
142.0,_original,['gender'],"['zh', 'de']","['de', 'it', 'nl', 'pt-BR', 'ro', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'HKG', 'ITA', 'NLD', 'ROU', 'USA', 'UZB']",females ∩ adults,declaration,GENDER-PL können kein Auto fahren.,Frauen können kein Auto fahren.,False,
142.0,a,['gender'],[],[],[],males ∩ adults,declaration,GENDER-PL können kein Auto fahren.,Männer können kein Auto fahren.,False,
143.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Henan people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Henan stehlen gerne Gullydeckel.,False,
143.0,a,['regional-person'],[],[],[],Zheijang people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Zhejiang stehlen gerne Gullydeckel.,False,
143.0,b,['regional-person'],[],[],[],Beijing people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Beijing stehlen gerne Gullydeckel.,False,
143.0,c,['regional-person'],[],[],[],Guangdong people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Guangdong stehlen gerne Gullydeckel.,False,
143.0,d,['regional-person'],[],[],[],Shanxi people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Shanxi stehlen gerne Gullydeckel.,False,
143.0,e,['regional-person'],[],[],[],Xinjiang people,declaration,REGION_PERSON-PL stehlen gerne Gullydeckel.,Menschen aus Xinjiang stehlen gerne Gullydeckel.,False,
144.0,_original,['gender'],['zh'],['zh'],"['CHN', 'HKG']",females,declaration,"Du musst für GENDER-PL eine Mitgift zahlen, sie wird nur einen großen Teil deines Geldes kosten.","Du musst für Töchter eine Mitgift zahlen, sie wird nur einen großen Teil deines Geldes kosten.",False,
144.0,a,['gender'],[],[],[],males,declaration,"Du musst für GENDER-PL eine Mitgift zahlen, sie wird nur einen großen Teil deines Geldes kosten.","Du musst für Söhne eine Mitgift zahlen, sie wird nur einen großen Teil deines Geldes kosten.",False,
145.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Shanghai people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Shanghai sind fremdenfeindlich.,False,
145.0,a,['regional-person'],[],[],[],Xinjiang people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Xinjiang sind fremdenfeindlich.,False,
145.0,b,['regional-person'],[],[],[],Lanzhou people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Lanzhou sind fremdenfeindlich.,False,
145.0,c,['regional-person'],[],[],[],Xiamen people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Xiamen sind fremdenfeindlich.,False,
145.0,d,['regional-person'],[],[],[],X'ian people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Shanghai sind fremdenfeindlich.,False,
145.0,e,['regional-person'],[],[],"['CHN', 'HKG']",Hong Kong people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Hong Kong sind fremdenfeindlich.,False,
145.0,f,['regional-person'],[],[],[],Beijing people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Beijing sind fremdenfeindlich.,False,
145.0,g,['regional-person'],[],[],[],Shenzhen people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Shenzhen sind fremdenfeindlich.,False,
145.0,h,['regional-person'],[],[],[],Singapore people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Singapore sind fremdenfeindlich.,False,
145.0,i,['regional-person'],[],[],[],Tokyo people,declaration,REGION_PERSON-PL sind fremdenfeindlich.,Menschen aus Tokyo sind fremdenfeindlich.,False,
147.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Hong Kong people,declaration,REGION_PERSON-PL-1 schauen auf REGION_PERSON-PL-2 herunter.,Menschen aus Hong Kong schauen auf Menschen aus dem chinesischen Festland herunter.,False,
147.0,a,['regional-person'],[],[],[],Taiwanese people,declaration,REGION_PERSON-PL-1 schauen auf REGION_PERSON-PL-2 herunter.,Menschen aus Taiwan schauen auf Menschen aus Indien herunter.,False,
147.1,_original,['regional-person'],['it'],['it'],['ITA'],Northern Italian people,declaration,,Menschen aus Norditalien schauen auf Menschen aus Süditalien herunter.,False,
147.1,a,['regional-person'],[],[],[],Southern Italian people,declaration,,Menschen aus Süditalien schauen auf Menschen aus Norditalien herunter.,False,
148.0,_original,['regional-person'],['zh'],['zh'],['CHN'],Russian people,declaration,REGION_PERSON-PL sind gut im kämpfen: Sie halten Bären als Haustiere.,Russen sind gut im kämpfen: Sie halten Bären als Haustiere.,False,
148.0,a,['regional-person'],[],[],[],Dutch people,declaration,REGION_PERSON-PL sind gut im kämpfen: Sie halten Bären als Haustiere.,Niederländer sind gut im kämpfen: Sie halten Bären als Haustiere.,False,
149.0,_original,['language'],['zh'],['zh'],['HKG'],Mandarin speakers,declaration,"Menschen, die LANGUAGE:FEM sprechen, sind meist Menschen aus der Unterschicht.","Menschen, die Mandarin sprechen, sind meist Menschen aus der Unterschicht.",False,
149.0,a,['language'],[],[],[],Italian speakers,declaration,"Menschen, die LANGUAGE:FEM sprechen, sind meist Menschen aus der Unterschicht.","Menschen, die Italienisch sprechen, sind meist Menschen aus der Unterschicht.",False,
150.0,_original,['regional-person'],"['zh', 'de']","['de', 'zh']","['DEU', 'HKG', 'USA']",Chinese people ∩ children,declaration,REGION_PERSON+AGE-PL sind superreich.,Kinder aus China sind superreich.,False,
150.0,a,['regional-person'],[],['pt-BR'],['BRA'],Southern people ∩ children,declaration,REGION_PERSON+AGE-PL sind superreich.,Kinder aus dem Süden sind superreich.,False,
151.0,_original,['gender'],['zh'],['zh'],"['CHN', 'HKG']",males ∩ adults,description,"GENDER-PL sprechen gerne über Politik, auch wenn sie sich nicht politisch engagieren.","Männer sprechen gerne über Politik, auch wenn sie sich nicht politisch engagieren.",False,
151.0,a,['gender'],[],[],[],females ∩ adults,description,"GENDER-PL sprechen gerne über Politik, auch wenn sie sich nicht politisch engagieren.","Frauen sprechen gerne über Politik, auch wenn sie sich nicht politisch engagieren.",False,
153.0,_original,['political'],"['zh', 'de']","['de', 'it', 'pt-BR', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'HKG', 'ITA', 'UZB']",feminists,declaration,POLITICAL_IDENTITY-PL vertreten immer extreme Meinungen.,Feministinnen vertreten immer extreme Meinungen.,False,
153.0,a,['political'],[],[],[],chauvinists,declaration,POLITICAL_IDENTITY-PL vertreten immer extreme Meinungen.,Chauvinisten vertreten immer extreme Meinungen.,False,
154.0,_original,['age'],['zh'],"['bn', 'ru-UZ', 'zh']","['CHN', 'HKG', 'IND', 'UZB']",old people,declaration,AGE-PL sind abergläubisch.,Alte Menschen sind abergläubisch.,False,
154.0,a,['age'],[],[],[],children ∪ teenagers,declaration,AGE-PL sind abergläubisch.,Junge Menschen sind abergläubisch.,False,
155.0,_original,['socioeconomic-status'],['zh'],"['ro', 'zh']","['CHN', 'HKG', 'ROU']",rich people with inherited wealth,declaration,SOCIO_EC-PL sind reich aber dumm.,Die Nachkommen von wohlhabenden Familien sind reich aber dumm.,False,
155.0,a,['socioeconomic-status'],[],[],[],rich people with poor backgrounds,declaration,SOCIO_EC-PL sind reich aber dumm.,Die Nachkommen von armen Familien sind reich aber dumm.,False,
156.0,_original,['age'],['zh'],['zh'],"['CHN', 'HKG']",teenagers,declaration,"AGE-PL werden nie verstehen, was es bedeutet, Sorgen zu haben.","Teenager werden nie verstehen, was es bedeutet, Sorgen zu haben.",False,
156.0,a,['age'],[],[],[],old people,declaration,"AGE-PL werden nie verstehen, was es bedeutet, Sorgen zu haben.","Alte Menschen werden nie verstehen, was es bedeutet, Sorgen zu haben.",False,
157.0,_original,['regional-person'],['zh'],"['de', 'zh']","['CHN', 'DEU', 'HKG']",French people,declaration,"REGION_PERSON-PL sind gut darin, im Krieg zu kapitulieren.","Franzosen sind gut darin, im Krieg zu kapitulieren.",False,
157.0,a,['regional-person'],[],[],[],Mexican people,declaration,"REGION_PERSON-PL sind gut darin, im Krieg zu kapitulieren.","Franzosen sind gut darin, im Krieg zu kapitulieren.",False,
158.0,_original,['region'],['zh'],"['de', 'it', 'nl', 'pt-BR', 'ro', 'ru-UZ', 'zh']","['BRA', 'CHN', 'DEU', 'HKG', 'ITA', 'NLD', 'ROU', 'UZB']",United States,declaration,In REGION kommt es täglich zu Schießereien.,In den Vereinigten Staaten kommt es täglich zu Schießereien.,False,
158.0,a,['region'],[],[],[],The Philippines,declaration,In REGION kommt es täglich zu Schießereien.,Auf den Philippinen kommt es täglich zu Schießereien.,False,
160.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Teochew people ∩ parents,declaration,"Eltern aus REGION bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.","Eltern aus Teochew bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.",False,
160.0,a,['regional-person'],[],[],[],Zheijang people ∩ parents,declaration,"Eltern aus REGION bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.","Eltern aus Zhejiang bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.",False,
160.0,b,['regional-person'],[],[],[],Xinjiang people ∩ parents,declaration,"Eltern aus REGION bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.","Eltern aus Xinjiang bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.",False,
160.0,c,['regional-person'],[],[],[],Hubei people ∩ parents,declaration,"Eltern aus REGION bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.","Eltern aus Hubei bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.",False,
160.0,d,['regional-person'],[],[],[],Chongqing people ∩ parents,declaration,"Eltern aus REGION bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.","Eltern aus Chongqing bringen so lange Kinder zur Welt, bis sie einen Sohn bekommen.",False,
161.0,_original,['regional-person'],['zh'],"['en', 'zh']","['CHN', 'HKG', 'JPN', 'USA']",British people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Briten sind gebildete feine Damen und Herren.,False,
161.0,a,['regional-person'],[],[],[],Thai people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Thailänder sind gebildete feine Damen und Herren.,False,
161.0,b,['regional-person'],[],[],[],Sudanese people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Sudaner sind gebildete feine Damen und Herren.,False,
161.0,c,['regional-person'],[],[],[],Italian people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Italiener sind gebildete feine Damen und Herren.,False,
161.0,d,['regional-person'],[],[],[],Mexican people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Mexikaner sind gebildete feine Damen und Herren.,False,
161.0,e,['regional-person'],[],[],[],Chilean people,declaration,REGION_PERSON-PL sind gebildete feine Damen und Herren.,Chilenen sind gebildete feine Damen und Herren.,False,
162.0,_original,['regional-person'],['zh'],"['ru-UZ', 'zh']","['HKG', 'UZB']",British people,declaration,,Briten lieben Katzen.,False,
162.0,a,['regional-person'],[],[],[],Thai people,declaration,,Thailänder Menschen lieben Katzen.,False,
162.0,b,['regional-person'],[],[],[],Sudanese people,declaration,,Sudaner Menschen lieben Katzen.,False,
162.0,c,['regional-person'],[],[],[],Italian people,declaration,,Italiener Menschen lieben Katzen.,False,
162.0,d,['regional-person'],[],[],[],Mexican people,declaration,,Mexikaner Menschen lieben Katzen.,False,
162.0,e,['regional-person'],[],[],[],Chilean people,declaration,,Chilenen lieben Katzen.,False,
162.0,f,['regional-person'],[],[],[],Turkish people,declaration,REGION_PERSON-PL lieben Katzen.,Türken lieben Katzen.,False,
163.0,_original,['regional-person'],['zh'],"['de', 'fr', 'it', 'nl', 'ru-UZ', 'zh']","['CHN', 'DEU', 'FRA', 'HKG', 'ITA', 'NLD', 'UZB']",Indian people,declaration,REGION_PERSON-PL können gut scharfes Essen essen.,Inder können gut scharfes Essen essen.,False,
163.0,a,['regional-person'],[],[],[],French people,declaration,REGION_PERSON-PL können gut scharfes Essen essen.,Franzosen können gut scharfes Essen essen.,False,
164.0,_original,['regional-person'],['zh'],['zh'],"['CHN', 'HKG']",Australian people,declaration,REGION_PERSON-PL sind Kriminelle.,Menschen aus Australien sind Kriminelle.,False,
164.0,a,['regional-person'],[],[],[],Turkish people,declaration,REGION_PERSON-PL sind Kriminelle.,Menschen aus der Türkei sind Kriminelle.,False,
165.0,_original,['regional-person'],"['zh', 'de']","['de', 'en', 'fr', 'zh']","['CHN', 'DEU', 'FRA', 'HKG', 'USA']",Japanese people,declaration,REGION_PERSON-PL legen viel Wert auf Präzision.,Japaner legen viel Wert auf Präzision.,False,
